fecha_corte,nom_rpt,cod_pais,pais,cod_estado_depto,estado_depto,vigencia,param_hecho,hecho,sexo,etnia,discapacidad,ciclo_vital,per_ocu,per_llegada,eventos
2024-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,25,Cundinamarca,2016,5,Desplazamiento forzado,Mujer,Ninguna,Psicosocial (Mental),entre 29 y 59,0,2,0
2024-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,23,Cordoba,2012,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 12 y 17,10,3,11
2025-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,20,Cesar,2024,5,Desplazamiento forzado,Hombre,Ninguna,Fisica,entre 12 y 17,0,1,0
2023-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,20,Cesar,2013,5,Desplazamiento forzado,LGBTI,Ninguna,Fisica,entre 29 y 60,1,0,1
2025-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,41,Huila,2013,5,Desplazamiento forzado,Mujer,Ninguna,Visual,entre 29 y 59,7,7,7
2024-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,95,Guaviare,2014,5,Desplazamiento forzado,Mujer,Ninguna,Por Establecer,entre 29 y 59,2,2,2
2024-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,76,Valle del Cauca,2014,5,Desplazamiento forzado,Mujer,Palenquero,Fisica,entre 61 y 100,1,1,1
2024-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,5,Antioquia,2024,5,Desplazamiento forzado,Mujer,Indigena,Ninguna,entre 0 y 5,30,30,30
2025-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,20,Cesar,2012,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 60 y 110,5,1,5
2025-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,27,Choco,2016,5,Desplazamiento forzado,Hombre,Ninguna,Por Establecer,entre 60 y 110,7,3,7
2025-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,17,Caldas,2017,5,Desplazamiento forzado,Mujer,Indigena,Ninguna,entre 0 y 5,0,2,0
2025-07-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,66,Risaralda,2024,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 12 y 17,15,82,17
2025-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,95,Guaviare,2013,5,Desplazamiento forzado,Mujer,Ninguna,Fisica,entre 60 y 110,7,3,7
2026-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,50,Meta,2012,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 18 y 28,1,1,1
2024-02-29,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,47,Magdalena,2016,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 29 y 60,1,2,1
2023-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,5,Antioquia,2014,5,Desplazamiento forzado,LGBTI,Ninguna,Ninguna,entre 18 y 28,14,12,14
2026-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,47,Magdalena,2021,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 12 y 17,1,1,1
2025-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,50,Meta,2013,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 6 y 11,188,203,189
2024-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,5,Antioquia,2016,5,Desplazamiento forzado,Hombre,Ninguna,Intelectual,entre 6 y 11,2,2,2
2025-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,15,Boyaca,2019,5,Desplazamiento forzado,Mujer,Ninguna,Fisica,entre 29 y 59,1,4,1
2024-02-29,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,5,Antioquia,2020,5,Desplazamiento forzado,Mujer,Indigena,Fisica,entre 29 y 60,4,4,4
2025-07-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,76,Valle del Cauca,2023,5,Desplazamiento forzado,Hombre,Ninguna,Por Establecer,entre 29 y 59,2,2,2
2025-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,20,Cesar,2018,5,Desplazamiento forzado,Hombre,Ninguna,Por Establecer,entre 6 y 11,0,1,0
2025-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,99,Vichada,2013,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 29 y 59,1,0,1
2024-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,76,Valle del Cauca,2023,5,Desplazamiento forzado,LGBTI,Indigena,Multiple,entre 29 y 59,0,1,0
2024-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,23,Cordoba,2013,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 0 y 5,15,7,15
2025-09-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,81,Arauca,2018,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 29 y 59,9,3,11
2025-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,86,Putumayo,2022,5,Desplazamiento forzado,LGBTI,Ninguna,Auditiva,entre 29 y 59,1,0,1
2024-02-29,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,25,Cundinamarca,2015,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 29 y 60,1,6,1
2025-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,13,Bolivar,2014,5,Desplazamiento forzado,Hombre,Indigena,Fisica,entre 60 y 110,0,1,0
2025-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,50,Meta,2012,5,Desplazamiento forzado,Mujer,Ninguna,Por Establecer,entre 6 y 11,0,2,0
2023-10-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,86,Putumayo,2020,5,Desplazamiento forzado,LGBTI,Ninguna,Ninguna,entre 12 y 17,1,1,1
2026-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,86,Putumayo,2018,5,Desplazamiento forzado,Hombre,Indigena,Multiple,entre 60 y 110,1,1,1
2024-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,86,Putumayo,2013,5,Desplazamiento forzado,Hombre,Indigena,Intelectual,entre 18 y 28,2,0,2
2026-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,66,Risaralda,2015,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 18 y 28,1,0,0
2025-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,23,Cordoba,2021,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 0 y 5,118,16,118
2025-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,81,Arauca,2024,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 60 y 110,2,1,2
2024-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,19,Cauca,2018,5,Desplazamiento forzado,Mujer,Ninguna,Visual,entre 60 y 110,3,2,3
2025-09-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,5,Antioquia,2013,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 0 y 5,10,17,10
2025-09-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,17,Caldas,2019,5,Desplazamiento forzado,LGBTI,Ninguna,Ninguna,entre 29 y 59,1,1,1
2025-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,95,Guaviare,2016,5,Desplazamiento forzado,Hombre,Indigena,Ninguna,entre 60 y 110,2,2,2
2025-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,47,Magdalena,2023,5,Desplazamiento forzado,Hombre,Ninguna,Intelectual,entre 60 y 110,1,0,1
2025-07-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,47,Magdalena,2024,5,Desplazamiento forzado,Hombre,Ninguna,Multiple,entre 0 y 5,1,2,1
2025-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,94,Guainia,2013,5,Desplazamiento forzado,Mujer,Indigena,Multiple,entre 29 y 59,1,0,1
2026-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,23,Cordoba,2020,5,Desplazamiento forzado,Hombre,Ninguna,Por Establecer,entre 29 y 59,3,1,3
2024-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,19,Cauca,2013,5,Desplazamiento forzado,Mujer,Palenquero,Ninguna,entre 12 y 17,1,0,1
2026-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,15,Boyaca,2013,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 60 y 110,3,0,0
2026-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,25,Cundinamarca,2018,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 12 y 17,0,2,0
2024-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,76,Valle del Cauca,2019,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 29 y 60,1946,2513,1980
2024-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,85,Casanare,2022,5,Desplazamiento forzado,Mujer,Ninguna,Visual,entre 29 y 60,0,3,0
2023-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,17,Caldas,2020,5,Desplazamiento forzado,Hombre,Indigena,Intelectual,entre 6 y 11,1,1,1
2025-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,68,Santander,2019,5,Desplazamiento forzado,Hombre,Ninguna,Psicosocial (Mental),entre 12 y 17,1,0,1
2025-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,19,Cauca,2017,5,Desplazamiento forzado,Mujer,Palenquero,Ninguna,entre 18 y 28,0,2,0
2025-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,19,Cauca,2013,5,Desplazamiento forzado,Hombre,Ninguna,Multiple,entre 18 y 28,10,8,10
2025-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,44,La Guajira,2013,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 29 y 59,429,365,431
2025-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,27,Choco,2015,5,Desplazamiento forzado,Mujer,Indigena,Fisica,entre 18 y 28,1,0,1
2024-04-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,95,Guaviare,2022,5,Desplazamiento forzado,Hombre,Indigena,Visual,entre 29 y 60,1,1,1
2024-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,68,Santander,2014,5,Desplazamiento forzado,Hombre,Ninguna,Visual,entre 29 y 60,2,2,2
2025-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,25,Cundinamarca,2025,5,Desplazamiento forzado,Mujer,Ninguna,Ninguna,entre 18 y 28,4,45,4
2023-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,70,Sucre,2019,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 18 y 28,216,806,217
2024-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,86,Putumayo,2024,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 60 y 110,112,69,113
2024-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,18,Caqueta,2015,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 12 y 17,853,638,866
2026-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,5,Antioquia,2014,5,Desplazamiento forzado,LGBTI,Ninguna,Ninguna,entre 12 y 17,1,2,1
2024-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,70,Sucre,2016,5,Desplazamiento forzado,Hombre,Ninguna,Por Establecer,entre 6 y 11,3,1,3
2025-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,27,Choco,2015,5,Desplazamiento forzado,Hombre,Ninguna,Multiple,entre 12 y 17,1,1,1
2025-01-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,5,Antioquia,2019,5,Desplazamiento forzado,Mujer,Ninguna,Psicosocial (Mental),entre 29 y 59,3,2,3
2025-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,13,Bolivar,2025,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 29 y 59,824,549,826
2024-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,41,Huila,2017,5,Desplazamiento forzado,LGBTI,Ninguna,Ninguna,entre 18 y 28,0,1,0
2025-02-28,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,19,Cauca,2014,5,Desplazamiento forzado,Hombre,Indigena,Auditiva,entre 12 y 17,1,0,1
2025-07-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,19,Cauca,2024,5,Desplazamiento forzado,Mujer,Ninguna,Multiple,entre 0 y 5,3,2,3
2025-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,70,Sucre,2018,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 12 y 17,105,408,105
2024-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,20,Cesar,2018,5,Desplazamiento forzado,Mujer,Indigena,Por Establecer,entre 29 y 60,1,1,1
2024-06-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,17,Caldas,2012,5,Desplazamiento forzado,Mujer,Ninguna,Intelectual,entre 12 y 17,0,1,0
2025-12-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,76,Valle del Cauca,2018,5,Desplazamiento forzado,LGBTI,Ninguna,Ninguna,entre 12 y 17,1,1,1
2024-05-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,19,Cauca,2017,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 0 y 5,58,35,58
2025-03-31,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)",48,COLOMBIA,95,Guaviare,2023,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 60 y 110,55,19,55
2023-11-30,"REPORTE VICTIMAS DESPLAZAMIENTO ANUALIZADO OCURRENCIA Y LLEGADA, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Llegada y Eventos)",48,COLOMBIA,63,Quindio,2022,5,Desplazamiento forzado,Hombre,Ninguna,Ninguna,entre 18 y 28,7,50,7
